file,para_id,text
TranscriptFY26Q1.docx,179,"I feel actually, pretty good about both the progress in AI. I don’t think AGI, as defined, at least, by us in our contract, is ever going to be achieved anytime soon, but I do believe we can drive a lot of value for customers with advances in AI models by building these systems. It’s the real question that needs to be well understood, and I feel very, very confident about our ability to make progress."
TranscriptFY26Q1.docx,180,KEITH WEISS: Excellent. That’s super helpful.
TranscriptFY26Q1.docx,181,"JONATHAN NEILSON: Thanks, Keith. Operator, next question, please."
TranscriptFY26Q1.docx,182,"(Operator Direction.) BRENT THILL, Jefferies: Thanks. Amy, on the bookings blow out, I guess many are somewhat concerned about concentration risk. And I think you noted a number of $100 million contracts. And not to go into a lot of detail, but can you just give a sense of what you’re seeing in that 51% RPO and 110%-plus bookings growth that gives you confidence about what you’re seeing in terms of the breadth and extent of some of these deals on a global basis. Thanks."
TranscriptFY26Q1.docx,183,"AMY HOOD: Thanks, Brent. A couple things to maybe take a step back on RPO. With a nearly $400 billion balance, we’ve been trying to help people understand how to think about, really the breadth of that. It covers numerous products. It covers customers of all sizes. And that’s been a balance that we’ve been growing, obviously, at a good clip."
TranscriptFY26Q1.docx,184,"But what people need to realize is it sits across multiple products because of the things Satya’s talking about around creating systems and where we’re investing. And if you’re going to have that type of balance, and then, more importantly, have the weighted average duration be two years, it means that most of that is being consumed in relatively short order."
TranscriptFY26Q1.docx,185,"People are not consuming, and I say this broadly, unless there’s value. And I think this is why we keep coming back to are we creating real-world value in our AI platforms, in our AI solutions and apps and systems?"
TranscriptFY26Q1.docx,186,"And so, I think the way to think about RPO is it’s been building across a number of customers. We’re thrilled to have OpenAI be a piece of that. We’re learning a ton and building leading systems because of it that are being used at scale, that benefits every other customer."
TranscriptFY26Q1.docx,187,"And so, it’s why we’ve tried to get a little bit more color to that RPO balance, because I do understand that there have been a lot of concerns or questions about, is it long dated? Is it coming over a long period of time? And hopefully, this is helpful for people to realize that these are contracts being signed by customers who intend to use it in relatively short order. And at that type of scale, I think that’s a pretty remarkable execution."
TranscriptFY26Q1.docx,188,"JONATHAN NEILSON: Thanks, Brent. Operator, next question, please."
TranscriptFY26Q1.docx,189,"(Operator Direction.) MARK MOERDLER, Bernstein: Thank you very much for taking my question, and congratulations on the quarter. It’s pretty amazing, what you guys are doing."
TranscriptFY26Q1.docx,190,"Satya and Amy, I’d like to ask you the number one question I receive, whether from investors or at AI conferences I attend. How much confidence do you have that the software, even the consumer internet business can monetize all the investments we’re seeing globally, or, frankly, are we in a bubble?"
TranscriptFY26Q1.docx,191,"In fact, Amy, what would be the factors you’d be watching for to assure that you’re not over building for current demand and that demand will sustain? Thank you."
TranscriptFY26Q1.docx,192,"AMY HOOD: Maybe I’ll start, Satya, and then you could add."
TranscriptFY26Q1.docx,193,"Let me talk a little bit about maybe connecting a couple of the dots, because with $400 billion of RPO that’s short dated, as we talked about, our needs to continue to build out the infrastructure is very high. And that’s for booked business today. That is not any new book to business we started trying to accomplish on October 1st."
TranscriptFY26Q1.docx,194,"And so, the way to think about that, and you saw it this quarter in particular and as we talked about ‘26, the remainder, number one, we’re pivoting toward, increasingly, we talked about this, short lived assets, both GPUs and CPUs. Again, we talk about all these workloads are burning both in terms of app building."
TranscriptFY26Q1.docx,195,"Now, when that happens short-lived assets generally are done to match the duration of the contracts, or the duration of your expectation of those contracts. And so, I sometimes think when people think about risk, they’re not realizing that most of the lifetimes of these and the lifetimes of the contracts are very similar. And so, when you think about having revenue and the bookings and coming on the balance sheet and the depreciation of short lived assets, they’re actually quite matched, Mark."
TranscriptFY26Q1.docx,196,"And as you know, we’ve spent the past few years not actually being short GPUs and CPUs per se, we were short the space or the power, is the language we use, to put them in. We spent a lot of time building out that infrastructure. Now, we’re continuing to do that, also using leases. Those are very long-lived assets, as we’ve talked about, 15 to 20 years. And over that period of time, do I have confidence that we’ll need to use all of that? It is very high."
TranscriptFY26Q1.docx,197,"And so, when I think about balancing those things, seeing the pivot to GPUs, CPUs, short lived, seeing the pivot in terms of how those are being utilized, we are, and I said this now, we’ve been short now for many quarters. I thought we were going to catch up. We are not. Demand is increasing. It is not increasing in just one place. It is increasing across many places. We’re seeing usage increases in products. We are seeing new products launch that are getting increasing usage, and increasing uses very quickly. When people see real value, they actually commit real usage."
TranscriptFY26Q1.docx,198,"And I sometimes think this is where this cycle needs to be thought through completely, is that you know when you see these demand signals, and we know we’re behind, we do need to spend. But we’re spending with a different amount of confidence in usage patterns and in bookings, and I feel very good about that."
TranscriptFY26Q1.docx,199,"I have said we are now likely to be short capacity to serve the most important things we need to do, which is Azure, our first-party applications. We need to invest in product R&D, and we’re doing end-of-life replacements in the fleet. We’re going to spend to make sure that happens. It’s about modernization. It’s about high quality. It’s about service delivery, and it’s about meeting demand."
TranscriptFY26Q1.docx,200,"And so, I feel good about doing that, and I feel good that we’ve been able to do it so efficiently and with a growing book of business behind it."
TranscriptFY26Q1.docx,201,"SATYA NADELLA: Yeah, the only thing I would add to what Amy captured was, if you look out, there are two things that matter, I think, and that are critical in terms of how we think about our allocation of capital, also our R&D."
TranscriptFY26Q1.docx,202,"One is, how efficient is our planet scale token factory? I mean, that’s, at the end of the day, what you have to do. And you in order to do that, you have to start with building out a very fungible fleet. It’s not like we’re building one data center in one region in the world that’s mega scale. We’re building it out across the globe for inference, for pre-training, for post-training, for RL, for datacenter, what have you. Therefore, the fungibility is super important."
TranscriptFY26Q1.docx,203,"The second thing that we’re also doing is continually modernizing the fleet. It’s not like we buy one version of, say, Nvidia and load up for all the gigawatts we have. Each year, your buy; you write the Moore’s Law. You continuously modernize and depreciate it. And that means you also use software to grow efficiency. I talked about, I think, 30% improvement on both serving up GPT-41 and 5o. That’s software."
TranscriptFY26Q1.docx,204,"And by the way, it’s helpful on A100s. It’s helpful on GB200s, and it’ll be helpful on GB300s. That’s the beauty of having the efficiency of the fleet."
TranscriptFY26Q1.docx,205,"Keep improving utilization, keep improving the efficiency. That’s what you do in the token factory."
TranscriptFY26Q1.docx,206,"The other aspect, which Amy spoke to, is we have some of the best agent systems that matter in the high value domains. It’s in information work. That’s the Copilot system. Coding, I mean, I should also say, one of the things I like about Copilot is, I mean, Copilot ARPUs compared to M365 ARPUs, it’s expansive. The same thing that happened between server and cloud, we used to always say, “Well, is it zero sum?” It turned out that the cloud was so much more expansive to the server market."
TranscriptFY26Q1.docx,207,"The same thing is happening in AI, because first, you could say, hey, our ARPUs are too low when it comes to M365, or you could say, we have the opportunity with AI to be much more expansive."
TranscriptFY26Q1.docx,208,"Same thing with tools. I mean, tooling, this tools business was not a leading business, whereas coding business is going to be one of the most expansive AI systems. And so, we feel very good about being in that category. Same thing with security, same thing with health."
TranscriptFY26Q1.docx,209,"And in consumer, one of the things is it’s not just about ads, it’s ads plus subscriptions. That also opens up opportunity for us."
TranscriptFY26Q1.docx,210,"When I look at the entirety of these high value agent systems, and when we look at the efficiency of and fungibility of our fleet, that’s what gives us the confidence to invest both the capital and the R&D talent to go after this opportunity."
TranscriptFY26Q1.docx,211,MARK MOERDLER: That was pretty amazing. I really appreciate all the details.
TranscriptFY26Q1.docx,212,"JONATHAN NEILSON: Thanks, Mark. Operator, next question, please."
TranscriptFY26Q1.docx,213,"(Operator Direction.) KARL KEIRSTEAD, UBS: Okay, thank you. This one is for Amy."
TranscriptFY26Q1.docx,214,"Amy, I certainly don’t want to take you down too complex an accounting path with this question. But the investment in OpenAI that sits another income at $4.1 billion is so large that I think the audience listening in could benefit from a little bit more color about what that is. It feels like it’s so much larger than you were running through other income in prior quarters that it mustn’t just be your share of the OpenAI losses."
TranscriptFY26Q1.docx,215,"Could you just describe that and what we can expect in subsequent quarters, and whether this signals any kind of accounting change? Thanks so much."
TranscriptFY26Q1.docx,216,"AMY HOOD: The Q1 number was not impacted at all by the new agreement that was put in place. Let me first say that. Secondly, that increased loss was all due to our percentage of losses and OpenAI equity method, just to be very clear. There is not anything there that is not the increased losses from OpenAI."
TranscriptFY26Q1.docx,217,"KARL KEIRSTEAD: Okay, understood. Thank you."
TranscriptFY26Q1.docx,218,"JONATHAN NEILSON: Thanks, Karl. Operator, next question, please."
TranscriptFY26Q1.docx,219,"(Operator Direction.) MARK MURPHY, JP Morgan: Thank you so much. We seem to be entering into a new era where the contractual commitments from a small number of AI natives are just incredibly large, and not only at absolute terms, but sometimes relative to the size of the companies themselves, for instance, contracts worth hundreds of billions of dollars that are 20 times their current revenue scale."
TranscriptFY26Q1.docx,220,"Philosophically, how do you evaluate the ability of those companies to follow through on these commitments? And how do you think about placing guardrails on customer concentration for any single entity?"
TranscriptFY26Q1.docx,221,"SATYA NADELLA: Yeah, maybe I’ll start and then, Amy, you can add."
TranscriptFY26Q1.docx,222,"I mean, it goes back a little bit, Mark, to what I said about building first the asset itself such that it’s most fungible, and then to recognize the strength of even our portfolio. We have a third-party business. We have a first-party business. We have third party also spread between enterprise, digital natives."
TranscriptFY26Q1.docx,223,"I’ve always felt that we need a balance there, because it may start with digital natives. They’re always going to be the early adopters. You always have the hit app of the generation, and then, essentially, it spreads throughout. The enterprise adoption cycle is just starting."
TranscriptFY26Q1.docx,224,"And so, therefore, having over the arc of time, I think that third-party balance of customers will only increase. But it’s great to have the hit first-party apps in the beginning, because you can build scale that then, it’s a fungible. And that’s where the key is. You don’t want to build for a digital native as if you’re just doing hosting for them. You want to build."
TranscriptFY26Q1.docx,225,"That’s where I think some of the decision making of ours is probably getting better understood. What do we say yes to? What do we say no to? I think there was a lot of confusion. Hopefully, by now, anyone who’s switched on would figure this out."
TranscriptFY26Q1.docx,226,"And so, that’s, I think, one thing we’re doing on the third party, but the one first-party is probably where a lot of our leverage comes. And it’s not even about one hit app on our first party, even. Our portfolio of stuff, which I just walked through in the earlier answer, gives us, again, the confidence that between that mix, we will be able to use our fleet to the maximum."
TranscriptFY26Q1.docx,227,"And remember, these assets, especially the data centers and so on, are long assets. There will be many refresh cycles for any one of these when it comes to the gear."
TranscriptFY26Q1.docx,228,"I feel that once you think about all those dimensions, the concentration risk gets mitigated by being thoughtful about how you really ensure the build is for the broad customer base."
TranscriptFY26Q1.docx,229,"AMY HOOD: And maybe just to help with another angle, because I think Satya has helped a lot, is that when you think about concentration risk or delivering to any customer, you have to remember that, because we’re talking about this very large, flexible fleet that can be used for anyone and for any purpose, 1P, 3P, and including our commercial cloud, by the way, which I should be quite clear on, it is pretty flexible in every regard, you have to remember that the CPU and GPU and the storage gear doesn’t come into play until the contracts start happening."
TranscriptFY26Q1.docx,230,"And so, you’re right. Some of these large contracts have delivery dates over time, so you get a lot of lead time in being able to say, oh, what’s the status? And so, I think we’re pretty thoughtful around what’s always gone in our RPO balance, and been considerate of that. There’s always been that taken into account when we publish that bookings number and publish the RPO balance."
TranscriptFY26Q1.docx,231,MARK MURPHY: Thank you very much.
TranscriptFY26Q1.docx,232,"JONATHAN NEILSON: Thanks, Mark. Operator, next question, please."
TranscriptFY26Q1.docx,233,"(Operator Direction.) BRAD ZELNICK, Deutsche Bank: Great. Thanks so much for taking the question, and I’ll echo my congrats on an amazing start to the year."
TranscriptFY26Q1.docx,234,"Amy, is there any way to quantify or frame the revenue impact of Azure being short on capacity? And while I appreciate the constraints you face are brought across the industry, is there risk of workloads going elsewhere, and how do you mitigate that?"
TranscriptFY26Q1.docx,235,"AMY HOOD: Yeah, Brad, it’s a great question. It’s always hard to quantify precisely what would have been the revenue impact in quarter, but I would offer a way to think about it, is Azure probably does bear most of the revenue impact, because when you think about real priorities that you have to fill first, it’s obviously the increasing usage and adoption and sales we’ve seen of M365 Copilot and the usage of Copilot Chat, which we’ve seen very different patterns, which we’re encouraged by. It’s the adoption of security features. It’s the GitHub momentum."
TranscriptFY26Q1.docx,236,"And so, when you’re thinking about it, that is where, and it is a priority for us to allocate resourcing there first. And so, you are right to ask, how do I think about that? We’ve worked very hard to try to mitigate it as best we can, but we have been short in Azure. And we’ve been clear on it."
TranscriptFY26Q1.docx,237,"And I would say the other two priorities that I haven’t mentioned maybe as much before, it’s also just making sure our product teams and the AI talent that we’ve been able to hire into the company, really, over the past year and a half, have access also to significant capacity, because we’re seeing it make the product better in a loop that is adding great benefit today, into products people are using today for real-world work."
TranscriptFY26Q1.docx,238,"And so, we are making that a priority to make sure our research teams have that as well as our product engineering teams. And yes, it does impact Azure directly. That is the place where you see that prioritization, but I think it’s probably hard for me to give an exact number. But it is safe to say that the number could be higher."
TranscriptFY26Q1.docx,239,"JONATHAN NEILSON: Thanks, Brad. Operator, we have time for one last question."
TranscriptFY26Q1.docx,240,"(Operator Direction.) KASH RANGAN, Goldman Sachs: Thank you very much."
TranscriptFY26Q1.docx,241,"Amy, I just wanted to congratulate you. I think you said before that it is possible to accelerate Azure growth while getting efficient margins, and you’ve done it. Congrats on that."
TranscriptFY26Q1.docx,242,"I have one for you, Satya. With respect to the elephant in the room, just being a little bit more direct, following up on Keith Weiss’ question, there’s talk that another hyperscaler came in and took away the business that was rightfully Microsoft’s. I’m sure that there is a different point of view here."
TranscriptFY26Q1.docx,243,"I’m wondering if you could offer some perspective on your criteria to, is it about a certain volume of business that you wish to execute on the Microsoft paper, or something broader than that, that I don’t think maybe people fully appreciate the terminal value that Microsoft will have on its balance sheet at the end of these contracts, which I think is probably being underestimated, as you have the full stack and you’ve got the multiple vectors to monetize, be it databases, Foundry, and to your point, that you are a platform company, not just a hyperscaler?"
TranscriptFY26Q1.docx,244,"Maybe that’s what it is all about, or maybe there’s another story about you letting the other hyperscaler company come in from nowhere, and claiming a big piece of that four-to-five-year puzzle. Thank you so much once again, really appreciate it, and congratulations."
TranscriptFY26Q1.docx,245,"SATYA NADELLA: Well, thanks, Kash. I mean, for us, again, it just always goes back to, I think, the core principle, which is build a fleet that is fungible across the planet and works for third-party and first-party and research. That’s essentially what we have done."
TranscriptFY26Q1.docx,246,"And so, when some demand comes in shapes that don’t fit that goal, where it’s too concentrated, not just by customer, by location, by type of skewing, I think Amy mentioned some very key things, when you think about the margin profile of a hyperscaler, you’ve got to remember this the AI accelerator piece. But there’s compute, there’s storage. And if so, if all of the demand just comes for just one meter, that’s really not a long-term business we want to be in."
TranscriptFY26Q1.docx,247,"That’s even from a third party. We have to balance it with all of our first-party stuff, because that’s, after all, a different margin stack for us. And then we have to fund our own R&D and model capability, because in the long run, that’s what’s going to differentiate us."
TranscriptFY26Q1.docx,248,"And so, I look at all of those, we use all of that to make sure we are saying yes to all the demand that we want. We say no to some of the demand that may be something that we could serve, but it’s not in our long-term interest. And so, that’s the decision making we’ve done, and we feel very, very good about the decisions. In some sense, I feel even each time we say no to, the day after, I feel better."
TranscriptFY26Q1.docx,249,"KASH RANGAN: That’s fantastic, very clear."
TranscriptFY26Q1.docx,250,"AMY HOOD: Yeah. And Kash, I think this is our last call with you, and I just want to say thanks and congratulations. It’s been a privilege to work with you, and best of luck."
TranscriptFY26Q1.docx,251,"SATYA NADELLA: Let me add to that. Best of luck, Kash."
TranscriptFY26Q1.docx,252,KASH RANGAN: Thank you so much. Very kind of you.
TranscriptFY26Q1.docx,253,"That wraps up the Q&A portion of today’s earnings call. Thank you for joining us today, and we look forward to speaking with all of you soon."
